team,nationality,position,age,potential,name
Unión Española ,Chile,Extremo Izquierdo,22,Bueno,Felipe Fritz
FC St. Gallen 1879 ,Germany,Medio Derecho|Medio Centro|Medio Centro Ofensivo,26,Bueno,Lukas Görtler
Al Nassr ,Saudi Arabia,LB,27,Bueno,Abdulrahman Al Obaid
Al Ahli ,Saudi Arabia,Defensa Central,26,Bueno,Mohammed Abdu Khubrani
Stabæk Fotball ,Norway,Lateral Derecho|LB|Defensa Central,23,Bueno,Andreas Hanche-Olsen
Blackpool ,Republic of Ireland,Medio Izquierdo|Medio Centro|Medio Centro Ofensivo,22,Bueno,Connor Ronan
Birmingham City ,England,Lateral Derecho|Defensa Central,23,Bueno,Wes Harding
Rionegro Águilas ,Colombia,LB,23,Bueno,Álvaro Angulo
Jeju United FC ,Korea Republic,Portero,32,Bueno,Oh Seung Hoon
CS Emelec ,Argentina,LB|Defensa Central,24,Bueno,Leandro Vega
Beijing Sinobo Guoan FC ,China PR,Delantero Centro,23,Bueno,Zhang Yuning
Gangwon FC ,Korea Republic,Medio Izquierdo|Medio Centro,25,Bueno,Lee Yeong Jae
Jeonbuk Hyundai Motors ,Korea Republic,Medio Centro Defensivo|Medio Centro,23,Bueno,Jang Yun Ho
CD Tenerife ,Slovakia,LB,26,Bueno,Róbert Mazán
Trapani ,Italy,Medio Izquierdo|Extremo Izquierdo,22,Bueno,Nicola Dalmonte
Patriotas Boyacá FC ,Colombia,Lateral Derecho|Medio Centro Defensivo|Medio Centro,26,Bueno,Almir Soto
Mjøndalen IF ,Norway,Medio Centro Defensivo|Medio Centro,30,Bueno,Stian Aasmundsen
Rotherham United ,England,Medio Centro Defensivo|Medio Centro,23,Bueno,Daniel Barlaser
Club Atlético River Plate ,Uruguay,Medio Centro Defensivo|Medio Centro,30,Bueno,Maximiliano Calzada
Wisla Kraków ,Poland,Defensa Central,24,Bueno,Lukas Klemenz
Hellas Verona ,Brazil,LB|Defensa Central,26,Bueno,Alan Empereur
Vancouver Whitecaps FC ,France,Medio Izquierdo|Extremo Izquierdo,26,Bueno,David Milinkovic
Incheon United FC ,Korea Republic,LB|Medio Izquierdo,29,Bueno,Kim Sung Ju
Marítimo ,Colombia,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,24,Bueno,Diego Moreno
Club Atlético Banfield ,Argentina,Portero,24,Bueno,Facundo Altamirano
Cittadella ,Italy,Medio Derecho|Medio Izquierdo|Medio Centro,27,Bueno,Alessio Vita
Millonarios FC ,Colombia,Medio Centro Defensivo|Medio Centro,27,Bueno,César Carrillo
Deportivo Pasto ,Colombia,LB,29,Bueno,Marvin Vallecilla
Göztepe SK ,Turkey,LB,32,Bueno,Berkan Emir
Blackpool ,England,Defensa Central,23,Bueno,Taylor Moore
Ascoli ,Italy,Delantero Centro,21,Bueno,Gianluca Scamacca
Holstein Kiel ,Ghana,Delantero Centro|Medio Derecho|Medio Centro Ofensivo,23,Bueno,David Atanga
Club Tijuana ,Mexico,Medio Derecho|Medio Izquierdo|Extremo Izquierdo,24,Bueno,Mauro Laínez
FBC Melgar ,Argentina,Medio Derecho|Medio Izquierdo,32,Bueno,Joel Amoroso
Millonarios FC ,Colombia,LB,31,Bueno,Felipe Banguero
Liverpool Fútbol Club ,Uruguay,Medio Centro Defensivo|Medio Centro Ofensivo,35,Bueno,Hernán Figueredo
Deportivo Pasto ,Colombia,Portero,30,Bueno,Diego Martínez
Esbjerg fB ,Sweden,Defensa Central,24,Bueno,Franz Brorsson
Mineros de Guayana ,Venezuela,Medio Derecho|Medio Centro,26,Bueno,Michael Covea
Hellas Verona ,Italy,LB|Medio Izquierdo,22,Bueno,Federico Dimarco
CD Everton de Viña del Mar ,Chile,Medio Centro Defensivo|Medio Centro,23,Bueno,Carlos Lobos
Brescia ,Italy,Portero,25,Bueno,Lorenzo Andrenacci
FC Emmen ,Curacao,Delantero Centro,25,Bueno,Jafar Arias
FC Barcelona ,Spain,LB,22,Bueno,Akieme
Górnik Zabrze ,Slovenia,LB,27,Bueno,Erik Janza
FC Lorient ,France,LB|Medio Izquierdo,26,Bueno,Quentin Lecoeuche
Club Nacional ,Paraguay,Delantero Centro|Medio Izquierdo,33,Bueno,Julián Benítez
Karlsruher SC ,Turkey,Medio Derecho,23,Bueno,Burak Çamoglu
Sunderland ,England,Medio Centro Defensivo|Medio Centro,22,Bueno,George Dobson
Panathinaikos FC ,Greece,LB|Medio Izquierdo,22,Bueno,Ilias Chatzitheodoridis
R. Valladolid CF ,Spain,Delantero Centro|Medio Derecho|Medio Centro Ofensivo,22,Bueno,Kuki Zalazar
AS Monaco Football Club SA ,Senegal,Portero,24,Bueno,Seydou Sy
Ipswich Town ,England,Lateral Derecho|LB|Carrilero Izquierdo|Extremo Izquierdo,24,Bueno,Kane Vincent-Young
Frosinone ,Italy,Delantero Centro,31,Bueno,Nicola Citro
La Equidad ,Colombia,Defensa Central,24,Bueno,Andrés Murillo
Heracles Almelo ,Belgium,Defensa Central,24,Bueno,Dario Van den Buijs
FC Zürich ,Brazil,Defensa Central,25,Bueno,Nathan
Melbourne City ,Scotland,Defensa Central,25,Bueno,Jack Hendry
Valenciennes FC ,Benin,Medio Centro,24,Bueno,Sessi D'Almeida
Portsmouth ,England,Portero,22,Bueno,Alex Bass
Frosinone ,Italy,Medio Centro,22,Bueno,Mattia Vitale
Guadalajara ,Mexico,Delantero Centro,23,Bueno,Ronaldo Cisneros
Chievo Verona ,Italy,Medio Centro,26,Bueno,Giovanni Di Noia
FC Lugano ,Bosnia & Herzegovina,Defensa Central|Medio Centro Defensivo,34,Bueno,Miroslav Covilo
Levante UD ,Spain,Medio Derecho|Medio Centro Ofensivo,24,Bueno,Arturo Molina
Belenenses ,Portugal,Portero,24,Bueno,André Moreira
Santa Clara ,Portugal,Lateral Derecho,25,Bueno,Rafael Ramos
Malmö FF ,Nigeria,Medio Centro Defensivo|Medio Centro,24,Bueno,Bonke Innocent
Kristiansund BK ,Norway,Medio Izquierdo|Extremo Izquierdo,30,Bueno,Amahl Pellegrino
Hibernian ,Scotland,Medio Centro,23,Bueno,Greg Docherty
Servette FC ,Switzerland,Defensa Central,30,Bueno,Steve Rouiller
Shakhtar Donetsk ,Ukraine,Lateral Derecho,27,Bueno,Sergiy Bolbat
Stabæk Fotball ,United States,Medio Derecho|Medio Izquierdo,25,Bueno,Romain Gall
Galatasaray SK ,Turkey,Medio Centro Defensivo|Medio Centro,25,Bueno,Taylan Antalyali
Jiangsu Suning FC ,China PR,Defensa Central|Medio Centro Defensivo,26,Bueno,Li Ang
Wisla Kraków ,Poland,Medio Centro Ofensivo,22,Bueno,Kamil Wojtkowski
Shanghai SIPG FC ,China PR,Defensa Central,27,Bueno,He Guan
Shanghai SIPG FC ,China PR,Delantero Centro|Extremo Derecho|Extremo Izquierdo,31,Bueno,Lü Wenjun
Tianjin TEDA FC ,China PR,Lateral Derecho|LB|Medio Derecho,30,Bueno,Zhao Honglue
Kayserispor ,Croatia,Lateral Derecho|Medio Derecho|Medio Izquierdo,28,Bueno,Mario Šitum
Atlético Bucaramanga ,Colombia,LB,30,Bueno,Germán Gutiérrez
Gazisehir Gaziantep Futbol Kulübü ,Turkey,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,25,Bueno,Furkan Soyalp
Portsmouth ,England,Medio Centro|Medio Centro Ofensivo,24,Bueno,Andy Cannon
Newell's Old Boys ,Argentina,LB|Medio Izquierdo,28,Bueno,Matías Orihuela
Arka Gdynia ,Poland,Delantero Centro,24,Bueno,Oskar Zawada
RKC Waalwijk ,Netherlands,Delantero Centro,29,Bueno,Mario Bilate
Royal Excel Mouscron ,Belgium,Carrilero Derecho|Lateral Derecho|Extremo Derecho,24,Bueno,Alessandro Ciranni
Fleetwood Town ,England,Lateral Derecho,24,Bueno,Lewie Coyle
Stade de Reims ,France,Lateral Derecho|Medio Centro Defensivo|Medio Centro,25,Bueno,Nolan Mbemba
SV Meppen ,Germany,Defensa Central,23,Bueno,Marco Komenda
Liverpool ,Spain,Medio Centro Defensivo|Medio Centro,23,Bueno,Pedro Chirivella
Girona FC ,Spain,Portero,24,Bueno,José Suárez
Perugia ,Spain,Medio Derecho|Medio Centro Ofensivo,21,Bueno,Paolo Fernandes
Waasland-Beveren ,Belgium,Portero,25,Bueno,Lucas Pirard
Le Mans FC ,France,Defensa Central,27,Bueno,Pierre Lemonnier
Delfín Sporting Club ,Uruguay,Medio Derecho|Medio Izquierdo,27,Bueno,Martín Alaníz
Sivasspor ,Turkey,Portero,30,Bueno,Ali Sasal Vural
Sportverein Waldhof Mannheim 07 e.V. ,Germany,Medio Centro Defensivo,24,Bueno,Marco Schuster
LASK Linz ,Austria,Defensa Central,28,Bueno,Markus Wostry
RC Deportivo ,Spain,LB,28,Bueno,Luis Ruiz
Grenoble Foot 38 ,Mauritania,Medio Centro Defensivo|Medio Centro,30,Bueno,Ibréhima Coulibaly
US Orléans Loiret Football ,France,Portero,36,Bueno,Thomas Renault
SK Sturm Graz ,Austria,Defensa Central|Medio Centro Defensivo|Medio Centro,26,Bueno,Lukas Jäger
SV Meppen ,Germany,Lateral Derecho|Medio Centro Defensivo,26,Bueno,Markus Ballmert
Santa Clara ,Portugal,Delantero Centro|Extremo Izquierdo,29,Bueno,Zé Manuel
Clermont Foot 63 ,France,Lateral Derecho,25,Bueno,Akim Zedadka
Yeni Malatyaspor ,Turkey,LB|Defensa Central,30,Bueno,Mustafa Akbas
CF Fuenlabrada ,Spain,LB|Defensa Central,25,Bueno,José León
Willem II ,Netherlands,Delantero Centro,28,Bueno,Paul Gladon
Sivasspor ,Turkey,Portero,29,Bueno,Muammer Yildirim
SSV Jahn Regensburg ,Spain,Delantero Centro|Medio Centro Ofensivo,25,Bueno,Federico Palacios Martínez
Club Atlético Aldosivi ,Argentina,Lateral Derecho|Medio Derecho|Medio Centro,28,Bueno,Nahuel Yeri
Chiavari ,Italy,Lateral Derecho|Defensa Central,23,Bueno,Mauro Coppolaro
FC Emmen ,Netherlands,Defensa Central,28,Bueno,Ferhat Görgülü
Bristol Rovers ,England,Medio Derecho|Medio Izquierdo,23,Bueno,Josh Ginnelly
Nottingham Forest ,England,Delantero Centro,23,Bueno,Tyler Walker
Plymouth Argyle ,England,Carrilero Izquierdo|Medio Izquierdo|Extremo Izquierdo,23,Bueno,George Cooper
CD Tondela ,Brazil,Delantero Centro,25,Bueno,Ronan
Trapani ,Argentina,LB|Defensa Central|Medio Izquierdo,27,Bueno,Fausto Grillo
Seongnam FC ,Korea Republic,Carrilero Izquierdo|Medio Derecho|Medio Izquierdo|Extremo Izquierdo,30,Bueno,Seo Bo Min
PFC CSKA Moscow ,Russia,Portero,23,Bueno,Ilya Pomazun
FC Chambly Oise ,France,Delantero Centro|Medio Centro Ofensivo,27,Bueno,Florian David
Blackpool ,England,Medio Derecho|Medio Centro,25,Bueno,Grant Ward
Jiangsu Suning FC ,China PR,Medio Derecho|Medio Izquierdo|Extremo Derecho,27,Bueno,Xie Pengfei
Cracovia ,Poland,Medio Derecho|Medio Izquierdo,23,Bueno,Mateusz Wdowiak
Guangzhou R&F FC ,China PR,LB|Carrilero Izquierdo|Medio Izquierdo|Extremo Izquierdo,29,Bueno,Ding Haifeng
Ipswich Town ,England,Medio Centro,24,Bueno,Teddy Bishop
SK Brann ,Norway,Medio Centro|Extremo Izquierdo,25,Bueno,Petter Strand
Luton Town ,England,Lateral Derecho|LB,22,Bueno,James Bree
Columbus Crew SC ,Scotland,Lateral Derecho|Medio Derecho,23,Bueno,Chris Cadden
Sangju Sangmu FC ,Korea Republic,LB,26,Bueno,Lee Myung Jae
Club Atlético Banfield ,Argentina,Lateral Derecho,27,Bueno,Rodrigo Arciero
Cracovia ,Croatia,Defensa Central,27,Bueno,Niko Datkovic
Neuchâtel Xamax FCS ,Switzerland,Medio Derecho|Medio Centro|Medio Centro Ofensivo,26,Bueno,Musa Araz
KV Kortrijk ,Serbia,Lateral Derecho|Defensa Central,26,Bueno,Petar Golubovic
Shandong Luneng TaiShan FC ,China PR,Medio Derecho|Medio Izquierdo,28,Bueno,Jin Jingdao
Shandong Luneng TaiShan FC ,China PR,Medio Izquierdo|Extremo Izquierdo,27,Bueno,Wu Xinghan
San Jose Earthquakes ,United States,Lateral Derecho|Medio Derecho|Medio Centro,24,Bueno,Tommy Thompson
Accrington Stanley ,England,Delantero Centro,23,Bueno,Colby Bishop
FC Cincinnati ,United States,Defensa Central,27,Bueno,Nick Hagglund
Brescia ,Finland,Delantero Centro|Carrilero Izquierdo|Extremo Izquierdo,25,Bueno,Simon Skrabb
Rosenborg BK ,Norway,Medio Centro,26,Bueno,Marius Lundemo
Atlético Huila ,Argentina,Medio Derecho|Medio Izquierdo|Medio Centro Ofensivo,31,Bueno,Hernán Hechalar
Elche CF ,DR Congo,Medio Centro Defensivo|Medio Centro,26,Bueno,Omenuke Mfulu
CD Lugo ,Spain,Delantero Centro|Medio Derecho,26,Bueno,Carrillo
Coventry City ,Slovakia,Portero,26,Bueno,Marko Maroši
Sangju Sangmu FC ,Korea Republic,Medio Derecho|Medio Centro,27,Bueno,Lee Chan Dong
Gyeongnam FC ,Korea Republic,Portero,28,Bueno,Son Jeong Hyeon
Club Nacional ,Paraguay,Delantero Centro,29,Bueno,Leonardo Villagra
Sangju Sangmu FC ,Korea Republic,Medio Izquierdo|Medio Centro|Medio Centro Ofensivo,26,Bueno,Ryu Seung Woo
Curicó Unido ,Chile,Medio Centro|Medio Centro Ofensivo,37,Bueno,Carlos Espinosa
Rochdale ,Republic of Ireland,Defensa Central,24,Bueno,Eoghan O'Connell
Club Unión Magdalena S.A ,Colombia,Portero,30,Bueno,César Giraldo
Club Atlético de San Luis ,Mexico,Medio Centro Defensivo|Medio Centro,27,Bueno,Jorge Sánchez
Wycombe Wanderers ,Nigeria,Extremo Derecho|Extremo Izquierdo,23,Bueno,Fred Onyedinma
R. Oviedo ,Spain,Carrilero Derecho|Medio Derecho|Extremo Derecho,27,Bueno,Sebas Coris
FK Bodø/Glimt ,Norway,Medio Centro,27,Bueno,Ulrik Saltnes
RKC Waalwijk ,Morocco,Medio Centro|Medio Centro Ofensivo|Extremo Izquierdo,25,Bueno,Anas Tahiri
Rotherham United ,Northern Ireland,Delantero Centro,27,Bueno,Kyle Vassell
Shrewsbury ,England,Portero,23,Bueno,Max O'Leary
Perugia ,Italy,Portero,25,Bueno,Andrea Fulignati
Chicago Fire Soccer Club ,Uganda,Medio Centro Defensivo|Medio Centro,32,Bueno,Micheal Azira
Doncaster Rovers ,England,Delantero Centro,24,Bueno,Fejiri Okenabirhie
Club Atlético Central Córdoba ,Colombia,Delantero Centro|Medio Izquierdo|Medio Centro Ofensivo,24,Bueno,Joao Rodríguez
FC Twente ,Belgium,Portero,27,Bueno,Jorn Brondeel
La Spezia ,Ghana,Delantero Centro|Extremo Derecho,26,Bueno,Emmanuel Gyasi
CD Lugo ,Guinea Bissau,Defensa Central,26,Bueno,Marcelo Djaló
Peterborough United ,England,Defensa Central,24,Bueno,Frankie Kent
Vålerenga Fotball ,Canada,LB,25,Bueno,Sam Adekugbe
Portsmouth ,England,Medio Derecho|Medio Izquierdo,24,Bueno,Marcus Harness
Vancouver Whitecaps FC ,Portugal,Medio Centro Defensivo|Medio Centro,25,Bueno,Janio Bikel
Wisla Kraków ,Brazil,Defensa Central,29,Bueno,Hebert
Östersunds FK ,Sweden,Lateral Derecho|Defensa Central,24,Bueno,Noah Sonko Sundberg
Shrewsbury ,Scotland,Delantero Centro,24,Bueno,Jason Cummings
Havre Athletic Club ,Ghana,Delantero Centro|Medio Derecho|Medio Izquierdo,27,Bueno,Ebenezer Assifuah
Desportivo das Aves ,Senegal,Defensa Central,26,Bueno,Oumar Diakhité
Salerno ,Poland,Defensa Central|Medio Izquierdo,25,Bueno,Pawel Jaroszynski
FC Admira Wacker Mödling ,Austria,Lateral Derecho|Medio Derecho,26,Bueno,Mario Pavelic
Chiavari ,Italy,Lateral Derecho,26,Bueno,Filippo De Col
FC Sochaux-Montbéliard ,Senegal,Defensa Central,32,Bueno,Christophe Diedhiou
FC Hansa Rostock ,Montenegro,Medio Centro Defensivo|Medio Centro,24,Bueno,Mirnes Pepic
Jaguares Fútbol Club ,Colombia,Lateral Derecho,25,Bueno,Israel Alba
Lincoln City ,England,Medio Izquierdo|Medio Centro Ofensivo,25,Bueno,Jorge Grant
C.D. Universidad Católica del Ecuador ,Ecuador,Portero,25,Bueno,Darwin Cuero
FC Lugano ,Switzerland,Medio Centro Defensivo|Medio Centro,25,Bueno,Olivier Custodio
Sportverein Waldhof Mannheim 07 e.V. ,Luxembourg,Delantero Centro|Medio Derecho,27,Bueno,Maurice Deville
ADO Den Haag ,Serbia,LB,26,Bueno,Aleksandar Bjelica
TSV Hartberg ,Benin,Medio Derecho|Medio Izquierdo,28,Bueno,Jodel Dossou
Club Libertad ,Paraguay,Portero,33,Bueno,Carlos Servín
Shrewsbury ,England,Medio Centro|Medio Centro Ofensivo,25,Bueno,Josh Laurent
R. Oviedo ,Spain,Medio Centro Defensivo,29,Bueno,Lolo
FK Austria Wien ,Austria,Lateral Derecho|Defensa Central,29,Bueno,Stephan Zwierschitz
D.C. United ,Ghana,Medio Derecho|Medio Izquierdo,26,Bueno,Emmanuel Boateng
Sparta Rotterdam ,Portugal,LB,27,Bueno,Michael Pinto
Tranmere Rovers ,Cameroon,Defensa Central,25,Bueno,Emmanuel Monthe
Viktoria Plzen ,Argentina,Medio Centro Defensivo|Medio Centro,27,Bueno,Iván Diaz
Portland Timbers ,El Salvador,Medio Centro Defensivo|Medio Derecho|Medio Centro,29,Bueno,Andrés Flores
Delfín Sporting Club ,Venezuela,Portero,30,Bueno,Alain Baroja
MSV Duisburg ,Netherlands,Delantero Centro,25,Bueno,Vincent Vermeij
Molde FK ,Norway,Defensa Central,25,Bueno,Stian Rode Gregersen
Aarhus AGF ,Sweden,Portero,23,Bueno,William Eskelinen
SpVgg Unterhaching ,Germany,LB|Medio Izquierdo,26,Bueno,Jannik Bandowski
KFC Uerdingen 05 ,Switzerland,Medio Izquierdo|Medio Centro Ofensivo|Extremo Izquierdo,30,Bueno,Roberto Rodriguez
RKC Waalwijk ,Netherlands,Medio Centro Defensivo|Medio Centro,27,Bueno,Daan Rienstra
Desportivo das Aves ,DR Congo,Medio Centro Defensivo|Medio Centro,25,Bueno,Aaron Tshibola
Lincoln City ,England,Medio Izquierdo|Medio Centro Ofensivo,25,Bueno,Jack Payne
Sportverein Waldhof Mannheim 07 e.V. ,France,Medio Izquierdo|Medio Centro,28,Bueno,Dorian Diring
SV Darmstadt 98 ,Germany,LB|Medio Izquierdo,29,Bueno,Sebastian Hertner
Albacete BP ,France,Medio Centro Defensivo|Medio Centro,30,Bueno,Karim Azamoum
Ipswich Town ,England,Delantero Centro,26,Bueno,Kayden Jackson
Slask Wroclaw ,Montenegro,Delantero Centro,27,Bueno,Filip Raicevic
Club Atlético Tigre ,Argentina,Defensa Central,35,Bueno,Néstor Moiraghi
Patronato ,Argentina,LB|Defensa Central,29,Bueno,Óliver Benítez
Bolton Wanderers ,Ghana,Delantero Centro|Medio Derecho,25,Bueno,Joe Dodoo
Charlton Athletic ,England,LB,24,Bueno,Ben Purrington
Fotbal Club Voluntari ,Romania,LB,30,Bueno,Alexandru Vlad
Luton Town ,Republic of Ireland,Defensa Central|Medio Centro Defensivo,25,Bueno,Glen Rea
Sepsi OSK Sfântu Gheorghe ,Bulgaria,Lateral Derecho,31,Bueno,Radoslav Dimitrov
Willem II ,Netherlands,Lateral Derecho|LB|Defensa Central,30,Bueno,Freek Heerkens
FC Sion ,Senegal,Defensa Central|Medio Centro Defensivo,26,Bueno,Birama Ndoye
Valenciennes FC ,Switzerland,Medio Centro Defensivo|Medio Centro,28,Bueno,Matteo Fedele
SK Rapid Wien ,Austria,Defensa Central,26,Bueno,Maximilian Hofmann
CD Universidad de Concepción ,Chile,Defensa Central,33,Bueno,Eric Godoy
CD Cobresal ,Chile,Delantero Centro,31,Bueno,Sebastián Varas
Defensa y Justicia ,Argentina,Portero,27,Bueno,Nicolás Avellaneda
Club Deportivo Jorge Wilstermann ,Paraguay,Portero,33,Bueno,Arnaldo Giménez
CD Everton de Viña del Mar ,Chile,Medio Centro Defensivo|Medio Derecho|Medio Centro,34,Bueno,Fernando Saavedra
Coquimbo Unido ,Chile,Lateral Derecho|LB,29,Bueno,Juan Carlos Espinoza
Viking FK ,Norway,LB|Defensa Central,25,Bueno,Viljar Vevatne
Club Nacional ,Colombia,LB,37,Bueno,Farid Díaz
Rionegro Águilas ,Colombia,Medio Centro Defensivo,39,Bueno,Mauricio Restrepo
América de Cali ,Chile,Medio Centro Defensivo|Medio Centro,27,Bueno,Rodrigo Ureña
Deportivo Pasto ,Colombia,Medio Centro Defensivo,34,Bueno,Camilo Ayala
Deportivo Cali ,Colombia,Delantero Centro,29,Bueno,Jesús Arrieta
Alianza Petrolera ,Colombia,Medio Izquierdo,26,Bueno,Cristian Palomeque
Unión Española ,Chile,Medio Centro,29,Bueno,Mario Sandoval
Unión Española ,Chile,LB|Medio Izquierdo,24,Bueno,Luis Pavez Muñoz
Unión Española ,Chile,Portero,27,Bueno,Alvaro Salazar
Rionegro Águilas ,Colombia,Defensa Central,31,Bueno,Jefferson Mena
Deportes Iquique ,Chile,LB|Medio Izquierdo|Extremo Izquierdo,30,Bueno,Hans Salinas
CD Cobresal ,Chile,Medio Centro Defensivo|Medio Centro,31,Bueno,Eduardo Farias
Deportivo Cali ,Colombia,Medio Centro Ofensivo,29,Bueno,Carlos Lizarazo
Pescara ,Italy,Medio Izquierdo|Medio Centro,24,Bueno,Luca Crecco
FC Sion ,Russia,Portero,24,Bueno,Anton Mitryushkin
SG Dynamo Dresden ,Sweden,Lateral Derecho|Defensa Central|Medio Derecho,23,Bueno,Linus Wahlqvist
Al Nassr ,Saudi Arabia,Defensa Central,27,Bueno,Abdullah Madu
Brøndby IF ,Denmark,Delantero Centro|Extremo Izquierdo,25,Bueno,Mikael Uhre
Desportivo das Aves ,Portugal,Medio Centro,25,Bueno,Rúben Oliveira
Lillestrøm SK ,Norway,Delantero Centro,29,Bueno,Thomas Lehne Olsen
Vitória Setúbal ,Portugal,Defensa Central,33,Bueno,João Meira
Salford City ,England,Delantero Centro|Medio Derecho,24,Bueno,James Wilson
Charlton Athletic ,Zimbabwe,Delantero Centro|Medio Derecho,24,Bueno,Macauley Bonne
Coquimbo Unido ,Chile,Delantero Centro|Extremo Derecho,30,Bueno,Diego Vallejos
Central Coast Mariners ,Australia,Medio Centro Ofensivo,23,Bueno,Daniel De Silva
Legia Warszawa ,Poland,Lateral Derecho,24,Bueno,Pawel Stolarski
Arsenal ,England,Portero,25,Bueno,Matt Macey
Standard de Liège ,Belgium,LB|Medio Izquierdo,23,Bueno,Senna Miangue
IK Sirius ,Sweden,Medio Derecho|Medio Izquierdo|Extremo Derecho,26,Bueno,Sam Lundholm
Milton Keynes Dons ,England,Delantero Centro,24,Bueno,Carlton Morris
Al Taawoun ,Saudi Arabia,Defensa Central,27,Bueno,Talal Al Absi
Nottingham Forest ,England,Delantero Centro|Medio Izquierdo|Medio Centro Ofensivo,25,Bueno,Zach Clough
Sangju Sangmu FC ,Korea Republic,Defensa Central|Medio Centro Defensivo,28,Bueno,Kwon Kyung Won
GIF Sundsvall ,Guinea,Carrilero Izquierdo|Medio Izquierdo|Extremo Izquierdo,26,Bueno,Pa Konate
Chemnitzer FC ,Germany,Medio Centro Defensivo,26,Bueno,Daniel Bohl
Pordenone ,Italy,Medio Centro,26,Bueno,Simone Pasa
FC Admira Wacker Mödling ,Austria,Defensa Central|Medio Centro Defensivo|Medio Centro,29,Bueno,Markus Lackner
Monarcas Morelia ,Mexico,Delantero Centro|Medio Centro Defensivo|Medio Centro,31,Bueno,Mario Osuna
En Avant Guingamp ,France,Medio Centro Defensivo|Medio Centro,27,Bueno,El-Hadji Ba
KFC Uerdingen 05 ,Nigeria,Delantero Centro|Medio Derecho,26,Bueno,Osayamen Osawe
Fotbal Club FCSB ,Romania,Medio Derecho|Extremo Derecho,32,Bueno,Adrian Popa
Al Ahli ,Saudi Arabia,Lateral Derecho,29,Bueno,Saeed Al Muwallad
Pogon Szczecin ,South Africa,LB,34,Bueno,Ricardo Nunes
SpVgg Unterhaching ,Georgia,Medio Centro Defensivo|Medio Derecho|Medio Centro,26,Bueno,Lucas Hufnagel
SpVgg Unterhaching ,Germany,LB|Defensa Central,28,Bueno,Alexander Winkler
TSV 1860 München ,Germany,Medio Centro Defensivo|Medio Centro,29,Bueno,Quirin Moll
FC Bayern München II ,Germany,Medio Centro Defensivo|Medio Centro,30,Bueno,Maximilian Welzmüller
1. FC Kaiserslautern ,Namibia,Delantero Centro|Medio Centro|Medio Centro Ofensivo,29,Bueno,Manfred Starke
Hallescher FC ,Germany,Carrilero Derecho|Lateral Derecho|Medio Derecho|Extremo Derecho,27,Bueno,Patrick Göbel
Melbourne Victory ,Australia,Defensa Central,27,Bueno,James Donachie
Heart of Midlothian ,Australia,LB|Carrilero Izquierdo|Extremo Izquierdo,25,Bueno,Ben Garuccio
Aberdeen ,England,LB|Medio Centro Defensivo,25,Bueno,Greg Leigh
Free Agents ,Egypt,Delantero Centro,31,Bueno,Marwan Mohsen
FC Thun ,Switzerland,Medio Centro Defensivo|Medio Centro,26,Bueno,Leonardo Bertone
Desportivo das Aves ,Poland,Defensa Central,24,Bueno,Adam Dzwigala
Free Agents ,Bolivia,Defensa Central|Medio Centro Defensivo,30,Bueno,Gabriel Valverde
Arka Gdynia ,Poland,Defensa Central|Medio Centro Defensivo,28,Bueno,Michal Kopczynski
Royal Excel Mouscron ,Cameroon,Delantero Centro|Medio Izquierdo,24,Bueno,Fabrice Olinga
SC Heerenveen ,Netherlands,LB,26,Bueno,Lucas Woudenberg
Stabæk Fotball ,Zimbabwe,Delantero Centro,30,Bueno,Matthew Rusike
Al Hilal ,Saudi Arabia,Delantero Centro,26,Bueno,Saleh Al Shehri
Sepsi OSK Sfântu Gheorghe ,Bulgaria,Medio Centro Defensivo|Medio Centro,31,Bueno,Stefan Velev
Shimizu S-Pulse ,Korea Republic,Defensa Central,31,Bueno,Hwang Seok Ho
Cittadella ,Italy,Delantero Centro|Medio Centro Ofensivo|Extremo Derecho,30,Bueno,Davide Luppi
Randers FC ,Sierra Leone,Delantero Centro,26,Bueno,Alhaji Kamara
VfL Bochum 1848 ,Germany,Portero,27,Bueno,Patrick Drewes
Orlando City Soccer Club ,United States,Portero,31,Bueno,Brian Rowe
